title,price,original_price,discount,link,image_url,category,crawled_at
"신라면 120g, 10개",7800,7800,0,https://www.coupang.com/vp/products/7958974?itemId=1035120754&vendorItemId=84993760041&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,,일반,2025-03-06 16:13:46
"육개장 사발면 86g, 6개",4680,5040,7,https://www.coupang.com/vp/products/196473?itemId=188711&vendorItemId=3000141840&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,,일반,2025-03-06 16:13:46
"짜파게티 140g, 5개",4280,4880,12,https://www.coupang.com/vp/products/6215299058?itemId=13447261191&vendorItemId=3000100413&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,,일반,2025-03-06 16:13:46
"신라면 120g, 15개",11310,11700,3,https://www.coupang.com/vp/products/7958974?itemId=1035117811&vendorItemId=84993759353&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,,일반,2025-03-06 16:13:46
"탐사수 무라벨, 2L, 12개",6790,9980,31,https://www.coupang.com/vp/products/5625704601?itemId=9133866800&vendorItemId=79544780507&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,,일반,2025-03-06 16:13:46
"곰곰 무항생제 신선한 대란, 30구, 1개",7990,7990,0,https://www.coupang.com/vp/products/1271064981?itemId=2275730724&vendorItemId=70272921582&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,,일반,2025-03-06 16:13:46
"서울우유 1급A우유, 2.3L, 1개",6080,7580,19,https://www.coupang.com/vp/products/130180913?itemId=383114455&vendorItemId=3930090438&pickType=COU_PICK&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,,일반,2025-03-06 16:13:46
"안성탕면 125g, 10개",6360,7310,12,https://www.coupang.com/vp/products/96571?itemId=1043420&vendorItemId=84993758114&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,,일반,2025-03-06 16:13:46
"오뚜기 맛있는 오뚜기밥, 210g, 12개",10500,16320,35,https://www.coupang.com/vp/products/7235457880?itemId=18037601488&vendorItemId=80641989278&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,,일반,2025-03-06 16:13:46
"너구리 얼큰한 맛 120g, 5개",4500,4500,0,https://www.coupang.com/vp/products/2278837?itemId=21563846813&vendorItemId=3000141660&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,,일반,2025-03-06 16:13:46
